date,state_id,state_name,commodity_name,avg_modal_price,avg_min_price,avg_max_price,district_name,calculationType,change,commodity_standardized,paddy,ragi,jowar,moongdal,max_temp,min_temp,avg_temp,rainfall,max_windspeed,min_windspeed,mean_windspeed,summer,rainy,winter
31-01-2021,36,Telangana,Ragi (Finger Millet),2656.06,2282.93,2739.46,All,Daily,-126.15,ragi,0,1,0,0,25.2,20.0,22.7,0.0,14.8,1.4,6.6,0,0,1
01-02-2021,36,Telangana,Ragi (Finger Millet),2676.54,2285.72,3482.86,All,Daily,-60.52,ragi,0,1,0,0,27.2,21.0,23.5,0.0,16.6,1.1,6.6,0,0,1
02-02-2021,36,Telangana,Ragi (Finger Millet),1678.88,1603.2,2608.1,All,Daily,197.59,ragi,0,1,0,0,27.7,18.0,22.9,0.0,14.6,0.9,6.6,0,0,1
03-02-2021,36,Telangana,Ragi (Finger Millet),3463.73,2860.68,3463.73,All,Daily,-297.13,ragi,0,1,0,0,26.7,19.0,22.2,0.0,14.8,0.9,6.0,0,0,1
04-02-2021,36,Telangana,Ragi (Finger Millet),1324.37,1324.37,3608.73,All,Daily,-80.05,ragi,0,1,0,0,25.8,19.0,21.7,0.0,11.2,0.8,6.5,0,0,1
05-02-2021,36,Telangana,Ragi (Finger Millet),2331.72,2331.72,2532.01,All,Daily,-63.03,ragi,0,1,0,0,26.0,15.3,20.9,0.0,11.2,0.8,5.9,0,0,1
06-02-2021,36,Telangana,Ragi (Finger Millet),1928.03,1928.03,2995.73,All,Daily,-484.98,ragi,0,1,0,0,27.1,13.5,20.3,0.0,11.8,0.0,5.3,0,0,1
07-02-2021,36,Telangana,Ragi (Finger Millet),1796.43,1796.43,1875.35,All,Daily,382.68,ragi,0,1,0,0,26.5,13.4,20.0,0.0,9.4,0.8,5.3,0,0,1
08-02-2021,36,Telangana,Ragi (Finger Millet),2558.7,2558.7,2558.7,All,Daily,316.23,ragi,0,1,0,0,26.3,12.3,20.0,0.0,14.8,0.6,6.0,0,0,1
09-02-2021,36,Telangana,Ragi (Finger Millet),2302.28,2021.61,2382.27,All,Daily,150.61,ragi,0,1,0,0,25.7,13.0,19.5,0.0,9.4,0.0,3.6,0,0,1
10-02-2021,36,Telangana,Ragi (Finger Millet),3448.87,2320.85,3448.87,All,Daily,417.49,ragi,0,1,0,0,25.2,13.3,19.3,0.0,11.2,0.9,5.2,0,0,1
11-02-2021,36,Telangana,Ragi (Finger Millet),1256.78,1256.78,3029.6,All,Daily,-426.07,ragi,0,1,0,0,27.3,11.6,19.2,0.0,9.4,0.8,3.0,0,0,1
12-02-2021,36,Telangana,Ragi (Finger Millet),3301.42,2096.73,3301.42,All,Daily,10.22,ragi,0,1,0,0,29.5,11.6,19.4,0.0,9.4,0.5,4.4,0,0,1
13-02-2021,36,Telangana,Ragi (Finger Millet),1881.14,1881.14,4075.33,All,Daily,-339.66,ragi,0,1,0,0,29.1,12.0,20.7,0.0,11.2,0.5,4.2,0,0,1
14-02-2021,36,Telangana,Ragi (Finger Millet),2382.16,1185.58,2382.16,All,Daily,161.15,ragi,0,1,0,0,30.2,13.4,21.9,0.0,7.6,0.8,3.5,0,0,1
15-02-2021,36,Telangana,Ragi (Finger Millet),2315.41,2315.41,2315.41,All,Daily,287.61,ragi,0,1,0,0,29.0,15.2,21.9,0.0,9.5,0.8,4.3,0,0,1
16-02-2021,36,Telangana,Ragi (Finger Millet),1110.02,1110.02,3375.04,All,Daily,192.63,ragi,0,1,0,0,28.9,17.0,22.3,0.0,7.9,0.8,4.7,0,0,1
17-02-2021,36,Telangana,Ragi (Finger Millet),2206.4,2206.4,2440.61,All,Daily,465.54,ragi,0,1,0,0,27.5,17.1,21.9,0.0,10.1,0.8,5.5,0,0,1
18-02-2021,36,Telangana,Ragi (Finger Millet),1967.93,1967.93,2550.88,All,Daily,-340.17,ragi,0,1,0,0,27.4,17.0,22.1,0.0,13.0,0.9,6.8,0,0,1
19-02-2021,36,Telangana,Ragi (Finger Millet),2376.11,2376.11,3253.59,All,Daily,-496.53,ragi,0,1,0,0,27.1,17.0,21.7,0.0,13.0,1.4,6.2,0,0,1
20-02-2021,36,Telangana,Ragi (Finger Millet),3519.08,1052.07,3519.08,All,Daily,142.33,ragi,0,1,0,0,25.9,17.0,20.9,0.0,16.6,0.8,6.6,0,0,1
21-02-2021,36,Telangana,Ragi (Finger Millet),1550.66,1550.66,1550.66,All,Daily,102.73,ragi,0,1,0,0,26.0,17.1,21.5,0.0,18.4,2.1,7.5,0,0,1
22-02-2021,36,Telangana,Ragi (Finger Millet),2414.51,2414.51,2414.51,All,Daily,-43.86,ragi,0,1,0,0,25.6,17.0,21.0,0.0,14.8,0.9,6.1,0,0,1
23-02-2021,36,Telangana,Ragi (Finger Millet),2259.96,1323.6,2971.21,All,Daily,-271.31,ragi,0,1,0,0,26.0,17.9,21.1,0.0,11.2,0.8,5.5,0,0,1
24-02-2021,36,Telangana,Ragi (Finger Millet),2436.11,1323.76,2469.16,All,Daily,314.16,ragi,0,1,0,0,26.0,15.3,20.9,0.0,10.3,0.8,5.5,0,0,1
25-02-2021,36,Telangana,Ragi (Finger Millet),2728.59,2666.56,2728.59,All,Daily,23.6,ragi,0,1,0,0,26.9,14.3,20.9,0.0,13.9,0.5,6.6,0,0,1
26-02-2021,36,Telangana,Ragi (Finger Millet),978.64,978.64,2278.99,All,Daily,-224.43,ragi,0,1,0,0,27.4,16.0,21.1,0.0,16.6,1.0,6.7,0,0,1
27-02-2021,36,Telangana,Ragi (Finger Millet),2897.88,2038.38,2897.88,All,Daily,358.84,ragi,0,1,0,0,26.3,16.5,21.1,0.0,14.8,1.6,7.6,0,0,1
28-02-2021,36,Telangana,Ragi (Finger Millet),2384.68,2384.68,2384.68,All,Daily,261.21,ragi,0,1,0,0,26.0,17.0,21.3,0.0,19.4,1.5,8.1,0,0,1
01-03-2021,36,Telangana,Ragi (Finger Millet),1609.49,1609.49,1843.15,All,Daily,-458.99,ragi,0,1,0,0,26.9,18.1,22.1,0.0,21.4,1.5,9.2,0,0,1
02-03-2021,36,Telangana,Ragi (Finger Millet),2365.65,2365.65,2365.65,All,Daily,-230.84,ragi,0,1,0,0,27.9,18.0,22.3,0.0,14.8,4.2,7.9,0,0,1
03-03-2021,36,Telangana,Ragi (Finger Millet),3355.37,2654.65,3742.74,All,Daily,370.65,ragi,0,1,0,0,27.7,19.0,23.0,0.0,14.8,3.1,7.9,0,0,1
04-03-2021,36,Telangana,Ragi (Finger Millet),1480.3,1480.3,2312.06,All,Daily,-383.4,ragi,0,1,0,0,28.0,19.1,23.4,0.0,16.6,0.8,8.2,0,0,1
05-03-2021,36,Telangana,Ragi (Finger Millet),1203.16,1203.16,1595.52,All,Daily,-208.87,ragi,0,1,0,0,28.9,19.1,22.2,0.0,11.2,0.5,6.2,0,0,1
06-03-2021,36,Telangana,Ragi (Finger Millet),2051.38,2051.38,2225.09,All,Daily,199.86,ragi,0,1,0,0,25.0,19.0,21.3,2.0,14.8,4.4,8.0,0,0,1
07-03-2021,36,Telangana,Ragi (Finger Millet),3144.44,2919.94,3144.44,All,Daily,-391.65,ragi,0,1,0,0,28.9,19.1,23.1,0.0,15.7,0.8,7.2,0,0,1
08-03-2021,36,Telangana,Ragi (Finger Millet),2501.17,1671.99,3451.65,All,Daily,223.25,ragi,0,1,0,0,27.5,19.0,22.5,1.0,15.7,1.1,6.7,0,0,1
09-03-2021,36,Telangana,Ragi (Finger Millet),2159.26,1178.33,2973.15,All,Daily,252.3,ragi,0,1,0,0,22.9,17.3,20.1,0.0,18.4,1.0,7.0,0,0,1
10-03-2021,36,Telangana,Ragi (Finger Millet),1994.38,1994.38,2825.93,All,Daily,12.41,ragi,0,1,0,0,25.7,19.0,21.5,0.0,13.9,1.2,7.0,0,0,1
11-03-2021,36,Telangana,Ragi (Finger Millet),2978.62,1716.67,4152.26,All,Daily,-433.29,ragi,0,1,0,0,27.3,18.0,21.8,0.0,9.4,0.8,4.5,0,0,1
12-03-2021,36,Telangana,Ragi (Finger Millet),1890.9,1890.9,2486.89,All,Daily,-71.91,ragi,0,1,0,0,28.4,14.5,21.3,0.0,9.4,0.5,3.8,0,0,1
13-03-2021,36,Telangana,Ragi (Finger Millet),2211.16,2211.16,2766.8,All,Daily,-277.84,ragi,0,1,0,0,29.8,14.1,22.0,0.0,9.4,0.4,4.5,0,0,1
14-03-2021,36,Telangana,Ragi (Finger Millet),3158.3,2873.28,3247.28,All,Daily,-32.29,ragi,0,1,0,0,30.4,17.3,23.3,0.0,13.0,0.8,5.7,0,0,1
15-03-2021,36,Telangana,Ragi (Finger Millet),2245.16,2245.16,2944.26,All,Daily,-457.81,ragi,0,1,0,0,31.4,15.3,23.7,0.0,13.0,0.8,6.0,0,0,1
16-03-2021,36,Telangana,Ragi (Finger Millet),3586.48,1698.53,3586.48,All,Daily,262.15,ragi,0,1,0,0,28.4,18.0,23.1,0.0,15.7,0.8,7.5,0,0,1
17-03-2021,36,Telangana,Ragi (Finger Millet),2775.96,2442.23,2775.96,All,Daily,408.62,ragi,0,1,0,0,26.8,16.1,21.4,0.0,12.1,0.8,5.5,0,0,1
18-03-2021,36,Telangana,Ragi (Finger Millet),2564.6,1645.77,3709.89,All,Daily,140.46,ragi,0,1,0,0,26.6,15.1,21.2,0.0,10.3,0.8,4.9,0,0,1
19-03-2021,36,Telangana,Ragi (Finger Millet),1866.53,1866.53,1902.12,All,Daily,-397.4,ragi,0,1,0,0,27.6,16.0,21.7,0.0,11.2,0.8,5.5,0,0,1
20-03-2021,36,Telangana,Ragi (Finger Millet),2744.75,2104.34,2744.75,All,Daily,-102.16,ragi,0,1,0,0,25.9,16.1,21.0,0.0,15.7,1.1,6.8,0,0,1
21-03-2021,36,Telangana,Ragi (Finger Millet),1994.08,1994.08,2920.39,All,Daily,455.69,ragi,0,1,0,0,26.4,13.3,20.5,0.0,18.4,0.9,6.4,0,0,1
22-03-2021,36,Telangana,Ragi (Finger Millet),2906.07,1949.59,2906.07,All,Daily,498.48,ragi,0,1,0,0,27.6,11.0,20.2,0.0,12.1,0.0,5.0,0,0,1
23-03-2021,36,Telangana,Ragi (Finger Millet),1724.65,1724.65,2111.81,All,Daily,24.04,ragi,0,1,0,0,29.4,12.8,21.4,0.0,10.3,1.4,5.3,0,0,1
24-03-2021,36,Telangana,Ragi (Finger Millet),1218.41,1218.41,2619.14,All,Daily,-342.45,ragi,0,1,0,0,31.8,14.9,22.4,0.0,10.3,1.0,4.8,0,0,1
25-03-2021,36,Telangana,Ragi (Finger Millet),2117.76,2117.76,3050.13,All,Daily,-185.31,ragi,0,1,0,0,30.9,13.5,23.2,0.0,11.2,1.4,5.4,0,0,1
26-03-2021,36,Telangana,Ragi (Finger Millet),2580.71,1713.57,2580.71,All,Daily,178.22,ragi,0,1,0,0,31.8,14.4,23.8,0.0,12.1,0.9,6.0,0,0,1
27-03-2021,36,Telangana,Ragi (Finger Millet),2232.83,2232.83,3414.69,All,Daily,492.43,ragi,0,1,0,0,30.9,18.1,24.4,0.0,11.2,0.9,6.3,0,0,1
28-03-2021,36,Telangana,Ragi (Finger Millet),2704.7,2704.7,2704.7,All,Daily,-107.3,ragi,0,1,0,0,26.6,18.3,22.4,0.0,14.8,0.9,6.9,0,0,1
29-03-2021,36,Telangana,Ragi (Finger Millet),2362.9,2362.9,2362.9,All,Daily,-21.62,ragi,0,1,0,0,29.6,11.5,21.6,0.0,9.4,0.8,4.1,0,0,1
30-03-2021,36,Telangana,Ragi (Finger Millet),2314.31,2314.31,2662.98,All,Daily,117.39,ragi,0,1,0,0,27.8,13.6,22.1,0.0,13.0,0.9,5.9,0,0,1
31-03-2021,36,Telangana,Ragi (Finger Millet),2731.04,2222.6,2781.21,All,Daily,-469.26,ragi,0,1,0,0,30.1,17.1,23.4,0.0,13.0,1.0,6.3,0,0,1
01-04-2021,36,Telangana,Ragi (Finger Millet),2650.63,2126.08,2806.53,All,Daily,-465.64,ragi,0,1,0,0,30.4,18.0,23.8,0.0,13.9,2.6,6.1,0,0,1
02-04-2021,36,Telangana,Ragi (Finger Millet),2830.52,1822.16,2830.52,All,Daily,-312.86,ragi,0,1,0,0,28.6,18.1,23.2,0.0,21.4,1.2,8.7,0,0,1
03-04-2021,36,Telangana,Ragi (Finger Millet),2591.33,2591.33,2910.03,All,Daily,379.27,ragi,0,1,0,0,28.5,18.9,23.3,0.0,22.3,2.6,7.5,0,0,1
04-04-2021,36,Telangana,Ragi (Finger Millet),2106.93,2106.93,2106.93,All,Daily,219.8,ragi,0,1,0,0,27.1,18.2,23.0,0.0,13.0,1.1,6.5,0,0,1
05-04-2021,36,Telangana,Ragi (Finger Millet),1550.76,1550.76,3176.64,All,Daily,-353.47,ragi,0,1,0,0,28.3,16.1,22.5,0.0,13.0,2.5,6.0,0,0,1
06-04-2021,36,Telangana,Ragi (Finger Millet),2814.06,2455.47,2814.06,All,Daily,-373.65,ragi,0,1,0,0,28.7,13.5,22.4,0.0,10.3,0.9,5.5,0,0,1
07-04-2021,36,Telangana,Ragi (Finger Millet),2748.16,1646.81,2935.44,All,Daily,8.28,ragi,0,1,0,0,29.6,15.2,22.7,0.0,11.2,1.2,5.8,0,0,1
08-04-2021,36,Telangana,Ragi (Finger Millet),2208.37,2208.37,2702.44,All,Daily,356.05,ragi,0,1,0,0,29.5,18.0,23.3,0.0,17.5,2.5,8.0,0,0,1
09-04-2021,36,Telangana,Ragi (Finger Millet),2777.26,1622.09,2777.26,All,Daily,-336.36,ragi,0,1,0,0,29.5,18.0,23.6,0.0,14.8,3.1,7.5,0,0,1
10-04-2021,36,Telangana,Ragi (Finger Millet),2489.33,1505.86,2489.33,All,Daily,-397.12,ragi,0,1,0,0,30.9,18.1,24.2,0.0,19.4,3.3,8.8,0,0,1
11-04-2021,36,Telangana,Ragi (Finger Millet),3241.64,1852.54,3241.64,All,Daily,190.35,ragi,0,1,0,0,28.9,19.0,23.4,0.0,25.0,2.2,10.1,0,0,1
12-04-2021,36,Telangana,Ragi (Finger Millet),2453.7,2196.21,2453.7,All,Daily,-440.51,ragi,0,1,0,0,31.3,18.0,24.7,0.0,13.0,0.9,7.2,0,0,1
13-04-2021,36,Telangana,Ragi (Finger Millet),1561.83,1561.83,2186.85,All,Daily,-128.58,ragi,0,1,0,0,32.3,18.3,25.3,0.0,11.2,0.5,6.6,0,0,1
14-04-2021,36,Telangana,Ragi (Finger Millet),2504.79,1664.49,4177.96,All,Daily,201.34,ragi,0,1,0,0,31.7,19.2,25.7,0.0,16.6,1.2,5.8,0,0,1
15-04-2021,36,Telangana,Ragi (Finger Millet),1556.34,1556.34,3355.05,All,Daily,451.03,ragi,0,1,0,0,31.9,15.5,25.1,0.0,9.4,0.8,5.5,0,0,1
16-04-2021,36,Telangana,Ragi (Finger Millet),1780.69,1780.69,2796.3,All,Daily,-35.4,ragi,0,1,0,0,30.0,17.2,24.7,0.0,13.9,1.6,8.3,0,0,1
17-04-2021,36,Telangana,Ragi (Finger Millet),1953.08,1665.82,2957.67,All,Daily,405.62,ragi,0,1,0,0,32.8,18.1,25.5,0.0,16.6,4.4,10.9,0,0,1
18-04-2021,36,Telangana,Ragi (Finger Millet),2251.14,1122.87,3461.09,All,Daily,271.15,ragi,0,1,0,0,32.7,19.0,25.4,0.0,16.6,2.1,8.2,0,0,1
19-04-2021,36,Telangana,Ragi (Finger Millet),2542.08,2542.08,2542.08,All,Daily,-50.03,ragi,0,1,0,0,30.8,19.0,24.5,0.0,20.5,1.5,9.9,0,0,1
20-04-2021,36,Telangana,Ragi (Finger Millet),2501.79,2501.79,2501.79,All,Daily,-180.16,ragi,0,1,0,0,31.5,18.0,24.6,0.0,16.6,4.2,8.7,0,0,1
21-04-2021,36,Telangana,Ragi (Finger Millet),3156.62,2811.46,3156.62,All,Daily,-498.18,ragi,0,1,0,0,33.7,18.1,25.4,0.0,13.9,1.4,6.7,0,0,1
22-04-2021,36,Telangana,Ragi (Finger Millet),1589.52,1589.52,3326.9,All,Daily,36.88,ragi,0,1,0,0,32.2,18.3,26.1,0.0,13.9,0.8,6.8,1,0,0
23-04-2021,36,Telangana,Ragi (Finger Millet),1605.85,1605.85,2437.52,All,Daily,-248.68,ragi,0,1,0,0,32.1,17.3,25.6,0.0,14.8,0.8,7.0,1,0,0
24-04-2021,36,Telangana,Ragi (Finger Millet),2139.29,1521.84,3771.38,All,Daily,-372.0,ragi,0,1,0,0,32.2,19.2,26.0,0.0,11.2,1.1,6.2,1,0,0
25-04-2021,36,Telangana,Ragi (Finger Millet),2829.74,2013.19,3078.09,All,Daily,342.64,ragi,0,1,0,0,31.9,20.2,26.3,0.0,15.1,1.2,7.6,1,0,0
26-04-2021,36,Telangana,Ragi (Finger Millet),2562.7,1929.0,2562.7,All,Daily,-212.66,ragi,0,1,0,0,31.9,19.1,26.0,0.0,13.9,1.2,6.8,1,0,0
27-04-2021,36,Telangana,Ragi (Finger Millet),2147.17,2147.17,3328.58,All,Daily,-249.68,ragi,0,1,0,0,31.1,20.0,25.8,0.0,16.6,1.0,7.7,1,0,0
28-04-2021,36,Telangana,Ragi (Finger Millet),3245.74,1356.62,3957.2,All,Daily,-335.82,ragi,0,1,0,0,31.1,20.1,25.9,0.0,17.5,0.9,7.1,1,0,0
29-04-2021,36,Telangana,Ragi (Finger Millet),2681.94,1695.89,3446.05,All,Daily,466.95,ragi,0,1,0,0,31.6,19.3,26.5,0.0,11.2,1.2,5.4,1,0,0
30-04-2021,36,Telangana,Ragi (Finger Millet),1585.41,1585.41,3058.38,All,Daily,-243.79,ragi,0,1,0,0,33.1,20.4,27.2,0.0,10.3,0.8,6.0,1,0,0
01-05-2021,36,Telangana,Ragi (Finger Millet),2430.59,2430.59,3630.62,All,Daily,-272.88,ragi,0,1,0,0,32.1,20.0,26.7,0.0,13.0,0.8,5.3,1,0,0
02-05-2021,36,Telangana,Ragi (Finger Millet),2987.14,1260.93,2987.14,All,Daily,191.85,ragi,0,1,0,0,33.0,22.2,27.3,0.0,9.4,0.8,5.2,1,0,0
03-05-2021,36,Telangana,Ragi (Finger Millet),1873.23,1873.23,3148.33,All,Daily,-51.69,ragi,0,1,0,0,32.2,22.2,27.2,0.0,9.4,0.8,5.1,1,0,0
04-05-2021,36,Telangana,Ragi (Finger Millet),2182.83,1924.98,3006.08,All,Daily,26.45,ragi,0,1,0,0,33.2,21.3,27.5,0.0,9.4,0.5,5.2,1,0,0
05-05-2021,36,Telangana,Ragi (Finger Millet),2611.2,1727.12,2611.2,All,Daily,-102.13,ragi,0,1,0,0,36.1,20.4,27.8,0.0,8.5,0.8,5.1,1,0,0
06-05-2021,36,Telangana,Ragi (Finger Millet),2753.75,2624.02,2973.37,All,Daily,352.5,ragi,0,1,0,0,35.0,18.4,27.1,0.0,10.3,0.8,6.2,1,0,0
07-05-2021,36,Telangana,Ragi (Finger Millet),2210.9,1325.39,2210.9,All,Daily,190.63,ragi,0,1,0,0,36.3,21.3,28.7,0.0,14.8,0.8,6.5,1,0,0
08-05-2021,36,Telangana,Ragi (Finger Millet),3189.23,2023.2,3189.23,All,Daily,485.15,ragi,0,1,0,0,38.8,21.3,29.0,0.0,12.1,0.8,5.3,1,0,0
09-05-2021,36,Telangana,Ragi (Finger Millet),2174.96,2174.96,2684.68,All,Daily,-454.85,ragi,0,1,0,0,37.8,22.0,29.6,0.0,15.7,2.1,7.2,1,0,0
10-05-2021,36,Telangana,Ragi (Finger Millet),3388.2,2782.34,3388.2,All,Daily,-217.78,ragi,0,1,0,0,35.0,22.0,27.6,0.0,14.8,0.8,6.8,1,0,0
11-05-2021,36,Telangana,Ragi (Finger Millet),1774.69,1774.69,1933.98,All,Daily,420.55,ragi,0,1,0,0,35.4,24.0,28.1,0.1,13.9,0.5,5.0,1,0,0
12-05-2021,36,Telangana,Ragi (Finger Millet),2507.94,2215.11,2507.94,All,Daily,-54.61,ragi,0,1,0,0,36.1,23.0,29.6,0.0,12.1,0.5,5.3,1,0,0
13-05-2021,36,Telangana,Ragi (Finger Millet),1615.12,1615.12,1615.12,All,Daily,-426.34,ragi,0,1,0,0,36.0,24.0,29.4,0.0,18.4,0.8,6.6,1,0,0
14-05-2021,36,Telangana,Ragi (Finger Millet),1465.98,1465.98,4795.09,All,Daily,-243.32,ragi,0,1,0,0,36.1,23.5,29.4,0.0,9.4,0.9,6.0,1,0,0
15-05-2021,36,Telangana,Ragi (Finger Millet),1506.25,1506.25,2314.79,All,Daily,380.0,ragi,0,1,0,0,35.9,23.5,28.8,0.0,13.0,1.4,6.9,1,0,0
16-05-2021,36,Telangana,Ragi (Finger Millet),2219.46,1794.56,2870.38,All,Daily,328.04,ragi,0,1,0,0,36.4,23.0,28.8,0.0,18.5,1.0,7.2,1,0,0
17-05-2021,36,Telangana,Ragi (Finger Millet),1757.08,1757.08,2044.91,All,Daily,30.37,ragi,0,1,0,0,36.9,22.1,29.7,0.0,16.6,0.7,6.8,1,0,0
18-05-2021,36,Telangana,Ragi (Finger Millet),3345.96,1824.15,3345.96,All,Daily,-146.88,ragi,0,1,0,0,35.9,25.0,30.0,0.0,14.8,0.9,6.2,1,0,0
19-05-2021,36,Telangana,Ragi (Finger Millet),197.13,197.13,2205.06,All,Daily,396.1,ragi,0,1,0,0,37.0,23.2,30.5,0.0,13.0,0.8,5.8,1,0,0
20-05-2021,36,Telangana,Ragi (Finger Millet),2032.96,2032.96,2617.54,All,Daily,464.91,ragi,0,1,0,0,37.6,24.9,30.9,0.0,11.2,0.8,5.2,1,0,0
21-05-2021,36,Telangana,Ragi (Finger Millet),2690.28,1711.3,2690.28,All,Daily,339.46,ragi,0,1,0,0,39.6,24.5,31.2,0.0,12.1,0.9,5.8,1,0,0
22-05-2021,36,Telangana,Ragi (Finger Millet),2437.21,1537.68,2816.95,All,Daily,196.55,ragi,0,1,0,0,38.1,23.5,30.8,0.0,12.1,0.7,6.1,1,0,0
23-05-2021,36,Telangana,Ragi (Finger Millet),3686.15,1447.27,3686.15,All,Daily,-457.68,ragi,0,1,0,0,36.5,24.0,29.8,0.0,13.0,0.8,7.0,1,0,0
24-05-2021,36,Telangana,Ragi (Finger Millet),1596.38,1596.38,2916.59,All,Daily,-169.39,ragi,0,1,0,0,36.3,23.0,29.2,0.0,18.4,2.3,8.7,1,0,0
25-05-2021,36,Telangana,Ragi (Finger Millet),2526.63,2526.63,2526.63,All,Daily,26.47,ragi,0,1,0,0,36.2,24.0,29.6,0.0,16.6,1.4,7.3,1,0,0
26-05-2021,36,Telangana,Ragi (Finger Millet),2079.43,2011.22,2416.39,All,Daily,423.27,ragi,0,1,0,0,37.7,24.0,30.3,0.0,15.7,2.8,7.1,1,0,0
27-05-2021,36,Telangana,Ragi (Finger Millet),1193.2,1193.2,2402.47,All,Daily,235.35,ragi,0,1,0,0,35.7,25.0,29.6,0.0,38.0,1.2,8.4,1,0,0
28-05-2021,36,Telangana,Ragi (Finger Millet),2444.42,1206.88,2444.42,All,Daily,254.76,ragi,0,1,0,0,37.2,24.0,29.9,0.0,13.0,1.1,6.0,1,0,0
29-05-2021,36,Telangana,Ragi (Finger Millet),822.37,822.37,2338.94,All,Daily,128.52,ragi,0,1,0,0,37.3,23.0,30.1,0.0,15.7,1.6,6.8,1,0,0
30-05-2021,36,Telangana,Ragi (Finger Millet),3173.05,1997.87,3173.05,All,Daily,-386.81,ragi,0,1,0,0,37.0,24.0,29.8,0.0,15.7,1.8,7.6,1,0,0
31-05-2021,36,Telangana,Ragi (Finger Millet),2558.22,1767.68,2558.22,All,Daily,-282.72,ragi,0,1,0,0,35.6,23.0,29.2,0.0,18.4,1.4,6.6,1,0,0
01-06-2021,36,Telangana,Ragi (Finger Millet),3430.52,2332.2,3430.52,All,Daily,160.96,ragi,0,1,0,0,36.9,24.0,30.0,0.0,11.2,4.3,6.3,1,0,0
02-06-2021,36,Telangana,Ragi (Finger Millet),1947.49,1401.69,2275.19,All,Daily,-479.48,ragi,0,1,0,0,36.2,24.0,30.0,0.0,12.1,0.7,5.8,1,0,0
03-06-2021,36,Telangana,Ragi (Finger Millet),879.6,879.6,988.86,All,Daily,-89.15,ragi,0,1,0,0,37.7,25.0,30.4,0.0,11.2,1.0,6.1,1,0,0
04-06-2021,36,Telangana,Ragi (Finger Millet),3019.36,2128.03,3046.63,All,Daily,-74.26,ragi,0,1,0,0,36.6,24.0,30.0,0.0,17.6,3.8,7.1,1,0,0
05-06-2021,36,Telangana,Ragi (Finger Millet),2105.77,1760.23,3711.31,All,Daily,-272.69,ragi,0,1,0,0,37.4,23.5,30.4,0.0,19.4,2.6,7.3,1,0,0
06-06-2021,36,Telangana,Ragi (Finger Millet),2883.32,1053.02,3137.01,All,Daily,34.31,ragi,0,1,0,0,36.1,26.0,30.4,0.0,11.2,1.9,4.9,1,0,0
07-06-2021,36,Telangana,Ragi (Finger Millet),2168.0,2168.0,2168.0,All,Daily,181.11,ragi,0,1,0,0,36.4,28.0,31.1,0.0,14.8,0.8,5.7,1,0,0
08-06-2021,36,Telangana,Ragi (Finger Millet),1653.41,1653.41,3217.5,All,Daily,-87.01,ragi,0,1,0,0,36.9,26.0,30.9,0.0,14.8,2.9,6.9,1,0,0
09-06-2021,36,Telangana,Ragi (Finger Millet),2661.45,1958.22,4026.52,All,Daily,-212.03,ragi,0,1,0,0,37.8,27.0,31.0,0.0,19.4,0.8,6.4,1,0,0
10-06-2021,36,Telangana,Ragi (Finger Millet),824.58,824.58,4124.81,All,Daily,240.7,ragi,0,1,0,0,37.8,26.0,31.6,0.0,16.6,1.0,6.7,1,0,0
11-06-2021,36,Telangana,Ragi (Finger Millet),2536.84,2536.84,2536.84,All,Daily,7.72,ragi,0,1,0,0,40.1,26.0,32.7,0.0,13.9,1.4,6.1,1,0,0
12-06-2021,36,Telangana,Ragi (Finger Millet),1586.83,1586.83,2434.88,All,Daily,7.7,ragi,0,1,0,0,38.5,24.7,30.7,18.0,19.4,1.9,8.3,1,0,0
13-06-2021,36,Telangana,Ragi (Finger Millet),2787.16,2244.04,2787.16,All,Daily,-37.24,ragi,0,1,0,0,34.0,24.3,28.3,0.5,14.8,2.6,5.6,1,0,0
14-06-2021,36,Telangana,Ragi (Finger Millet),2161.9,1455.79,2161.9,All,Daily,-474.87,ragi,0,1,0,0,35.2,24.0,29.3,0.0,8.5,0.8,4.1,1,0,0
15-06-2021,36,Telangana,Ragi (Finger Millet),1166.7,1166.7,1889.56,All,Daily,-211.42,ragi,0,1,0,0,36.4,26.1,30.9,0.0,12.1,1.0,6.8,1,0,0
16-06-2021,36,Telangana,Ragi (Finger Millet),2612.88,2612.88,2612.88,All,Daily,127.35,ragi,0,1,0,0,38.0,24.3,32.3,0.0,9.4,0.5,4.8,1,0,0
17-06-2021,36,Telangana,Ragi (Finger Millet),2591.07,1046.66,2713.05,All,Daily,127.49,ragi,0,1,0,0,38.9,26.0,31.7,0.0,10.3,0.8,4.9,1,0,0
18-06-2021,36,Telangana,Ragi (Finger Millet),2307.05,2307.05,3216.82,All,Daily,-334.49,ragi,0,1,0,0,38.4,25.5,32.8,0.0,11.2,1.0,5.9,1,0,0
19-06-2021,36,Telangana,Ragi (Finger Millet),2525.06,2525.06,2525.06,All,Daily,-428.69,ragi,0,1,0,0,39.1,26.3,31.6,0.8,14.9,1.0,6.4,1,0,0
20-06-2021,36,Telangana,Ragi (Finger Millet),2911.12,2561.72,2911.12,All,Daily,-449.76,ragi,0,1,0,0,38.6,24.2,31.7,0.0,13.0,1.2,5.8,1,0,0
21-06-2021,36,Telangana,Ragi (Finger Millet),3027.24,1776.04,3027.24,All,Daily,180.9,ragi,0,1,0,0,38.9,25.6,31.6,6.0,17.5,0.9,6.1,1,0,0
